Data scraped on 02-Mar-2022 17:13:06

id|category|title|director|actors|rating|users_rated|year|url
5027774|Movie|Οι τρεις πινακίδες έξω από το Έμπινγκ, στο Μιζούρι|Martin McDonagh |Frances McDormand, Woody Harrelson|8.1|483,546|2017|https://www.imdb.com/title/tt5027774/
1291584|Movie|Warrior|Gavin O'Connor |Tom Hardy, Nick Nolte|8.1|459,398|2011|https://www.imdb.com/title/tt1291584/
1205489|Movie|Gran Torino|Clint Eastwood |Clint Eastwood, Bee Vang|8.1|756,142|2008|https://www.imdb.com/title/tt1205489/
0116282|Movie|Fargo|Joel Coen |William H. Macy, Frances McDormand|8.1|658,249|1996|https://www.imdb.com/title/tt0116282/
0096283|Movie|Η γειτονιά του δάσους: Οι περιπέτειες του Τοτόρο|Hayao Miyazaki |Hitoshi Takagi, Noriko Hidaka|8.1|322,608|1988|https://www.imdb.com/title/tt0096283/
1392214|Movie|Prisoners|Denis Villeneuve |Hugh Jackman, Jake Gyllenhaal|8.1|666,738|2013|https://www.imdb.com/title/tt1392214/
0405159|Movie|Million Dollar Baby|Clint Eastwood |Hilary Swank, Clint Eastwood|8.1|669,950|2004|https://www.imdb.com/title/tt0405159/
0083658|Movie|Μπλέιντ Ράνερ|Ridley Scott |Harrison Ford, Rutger Hauer|8.1|741,690|1982|https://www.imdb.com/title/tt0083658/
0015864|Movie|Ο χρυσοθήρας|Charles Chaplin |Charles Chaplin, Mack Swain|8.1|108,819|1925|https://www.imdb.com/title/tt0015864/
0264464|Movie|Πιάσε με, αν μπορείς|Steven Spielberg |Leonardo DiCaprio, Tom Hanks|8.1|924,279|2002|https://www.imdb.com/title/tt0264464/
0047296|Movie|Το λιμάνι της αγωνίας|Elia Kazan |Marlon Brando, Karl Malden|8.1|151,398|1954|https://www.imdb.com/title/tt0047296/
0118849|Movie|Τα παιδιά του παραδείσου|Majid Majidi |Mohammad Amir Naji, Amir Farrokh Hashemian|8.1|72,714|1997|https://www.imdb.com/title/tt0118849/
0041959|Movie|Ο τρίτος άνθρωπος|Carol Reed |Orson Welles, Joseph Cotten|8.1|168,336|1949|https://www.imdb.com/title/tt0041959/
1201607|Movie|Ο Χάρι Πότερ και οι κλήροι του θανάτου: Μέρος 2ο|David Yates |Daniel Radcliffe, Emma Watson|8.1|834,308|2011|https://www.imdb.com/title/tt1201607/
2267998|Movie|Το κορίτσι που εξαφανίστηκε|David Fincher |Ben Affleck, Rosamund Pike|8.1|939,308|2014|https://www.imdb.com/title/tt2267998/
0052618|Movie|Μπεν Χουρ|William Wyler |Charlton Heston, Jack Hawkins|8.1|233,122|1959|https://www.imdb.com/title/tt0052618/
2024544|Movie|12 χρόνια σκλάβος|Steve McQueen |Chiwetel Ejiofor, Michael Kenneth Williams|8.1|679,609|2013|https://www.imdb.com/title/tt2024544/
0017925|Movie|Ο στρατηγός|Clyde Bruckman |Buster Keaton, Marion Mack|8.1|89,027|1926|https://www.imdb.com/title/tt0017925/
0077416|Movie|Ο ελαφοκυνηγός|Michael Cimino |Robert De Niro, Christopher Walken|8.1|331,077|1978|https://www.imdb.com/title/tt0077416/
0050986|Movie|Άγριες φράουλες|Ingmar Bergman |Victor Sjöström, Bibi Andersson|8.1|104,720|1957|https://www.imdb.com/title/tt0050986/
0112471|Movie|Πριν το ξημέρωμα|Richard Linklater |Ethan Hawke, Julie Delpy|8.1|295,178|1995|https://www.imdb.com/title/tt0112471/
0048473|Movie|Το Τραγούδι του Δρόμου|Satyajit Ray |Kanu Bannerjee, Karuna Bannerjee|8.1|30,702|1955|https://www.imdb.com/title/tt0048473/
0107207|Movie|Εις το όνομα του πατρός|Jim Sheridan |Daniel Day-Lewis, Pete Postlethwaite|8.1|169,823|1993|https://www.imdb.com/title/tt0107207/
0031679|Movie|Αμερική, η χώρα της ελευθερίας|Frank Capra |James Stewart, Jean Arthur|8.1|113,554|1939|https://www.imdb.com/title/tt0031679/
2278388|Movie|The Grand Budapest Hotel|Wes Anderson |Ralph Fiennes, F. Murray Abraham|8.1|771,586|2014|https://www.imdb.com/title/tt2278388/
3170832|Movie|Το δωμάτιο|Lenny Abrahamson |Brie Larson, Jacob Tremblay|8.1|404,230|2015|https://www.imdb.com/title/tt3170832/
0015324|Movie|Sherlock Jr|Buster Keaton |Buster Keaton, Kathryn McGuire|8.1|47,781|1924|https://www.imdb.com/title/tt0015324/
2119532|Movie|Αντιρρησίας Συνείδησης|Mel Gibson |Andrew Garfield, Sam Worthington|8.1|492,148|2016|https://www.imdb.com/title/tt2119532/
0892769|Movie|Πώς να εκπαιδεύσετε τον δράκο σας|Dean DeBlois |Jay Baruchel, Gerard Butler|8.1|711,649|2010|https://www.imdb.com/title/tt0892769/
0046268|Movie|Το Μεροκάματο του Τρόμου|Henri-Georges Clouzot |Yves Montand, Charles Vanel|8.1|59,516|1953|https://www.imdb.com/title/tt0046268/
0353969|Movie|Μνήμες εγκλήματος|Bong Joon Ho |Kang-ho Song, Kim Sang-kyung|8.1|168,710|2003|https://www.imdb.com/title/tt0353969/
0050976|Movie|Η έβδομη σφραγίδα|Ingmar Bergman |Max von Sydow, Gunnar Björnstrand|8.1|180,076|1957|https://www.imdb.com/title/tt0050976/
0072684|Movie|Μπάρρυ Λύντον|Stanley Kubrick |Ryan O'Neal, Marisa Berenson|8.1|162,434|1975|https://www.imdb.com/title/tt0072684/
0118715|Movie|Ο μεγάλος Λεμπόφσκι|Joel Coen |Jeff Bridges, John Goodman|8.1|783,688|1998|https://www.imdb.com/title/tt0118715/
1392190|Movie|Μαντ Μαξ: Ο δρόμος της οργής|George Miller |Tom Hardy, Charlize Theron|8.1|956,463|2015|https://www.imdb.com/title/tt1392190/
4729430|Movie|Κλάους: Το Μυστικό των Χριστουγέννων|Sergio Pablos |Jason Schwartzman, J.K. Simmons|8.1|138,961|2019|https://www.imdb.com/title/tt4729430/
3011894|Movie|Ιστορίες για Αγρίους|Damián Szifron |Darío Grandinetti, María Marull|8.1|191,608|2014|https://www.imdb.com/title/tt3011894/
0198781|Movie|Μπαμπούλας Α|Pete Docter |Billy Crystal, John Goodman|8.1|873,511|2001|https://www.imdb.com/title/tt0198781/
0978762|Movie|Μαίρη και Μαξ|Adam Elliot |Toni Collette, Philip Seymour Hoffman|8.1|173,732|2009|https://www.imdb.com/title/tt0978762/
0073195|Movie|Τα Σαγόνια του Καρχαρία|Steven Spielberg |Roy Scheider, Robert Shaw|8.1|575,168|1975|https://www.imdb.com/title/tt0073195/
0019254|Movie|Το Πάθος της Ζαν ντ' Αρκ|Carl Theodor Dreyer |Maria Falconetti, Eugene Silvain|8.1|52,911|1928|https://www.imdb.com/title/tt0019254/
0395169|Movie|Hotel Rwanda|Terry George |Don Cheadle, Sophie Okonedo|8.1|348,854|2004|https://www.imdb.com/title/tt0395169/
0075148|Movie|Ρόκι, τα χρυσά γάντια|John G. Avildsen |Sylvester Stallone, Talia Shire|8.1|553,962|1976|https://www.imdb.com/title/tt0075148/
0097165|Movie|Ο κύκλος των χαμένων ποιητών|Peter Weir |Robin Williams, Robert Sean Leonard|8.1|465,074|1989|https://www.imdb.com/title/tt0097165/
0046438|Movie|Επίσκεψη στο Τόκυο|Yasujirô Ozu |Chishû Ryû, Chieko Higashiyama|8.1|59,614|1953|https://www.imdb.com/title/tt0046438/
0091763|Movie|Platoon|Oliver Stone |Charlie Sheen, Tom Berenger|8.1|403,197|1986|https://www.imdb.com/title/tt0091763/
0088247|Movie|Ο εξολοθρευτής|James Cameron |Arnold Schwarzenegger, Linda Hamilton|8.1|833,547|1984|https://www.imdb.com/title/tt0088247/
1950186|Movie|Κόντρα σε Όλα|James Mangold |Matt Damon, Christian Bale|8.1|357,179|2019|https://www.imdb.com/title/tt1950186/
0092005|Movie|Στάσου πλάι μου|Rob Reiner |Wil Wheaton, River Phoenix|8.1|389,161|1986|https://www.imdb.com/title/tt0092005/
1979320|Movie|Rush|Ron Howard |Daniel Brühl, Chris Hemsworth|8.0|463,868|2013|https://www.imdb.com/title/tt1979320/
0758758|Movie|Ταξίδι στην άγρια φύση|Sean Penn |Emile Hirsch, Vince Vaughn|8.0|607,346|2007|https://www.imdb.com/title/tt0758758/
0032138|Movie|Ο μάγος του Οζ|Victor Fleming |Judy Garland, Frank Morgan|8.0|385,694|1939|https://www.imdb.com/title/tt0032138/
3315342|Movie|Λόγκαν|James Mangold |Hugh Jackman, Patrick Stewart|8.0|716,103|2017|https://www.imdb.com/title/tt3315342/
1895587|Movie|Spotlight: Όλα στο φως|Tom McCarthy |Mark Ruffalo, Michael Keaton|8.0|454,610|2015|https://www.imdb.com/title/tt1895587/
0074958|Movie|Το δίκτυο|Sidney Lumet |Faye Dunaway, William Holden|8.0|155,492|1976|https://www.imdb.com/title/tt0074958/
0107048|Movie|Η μέρα της μαρμότας|Harold Ramis |Bill Murray, Andie MacDowell|8.0|607,798|1993|https://www.imdb.com/title/tt0107048/
0070047|Movie|Ο Εξορκιστής|William Friedkin |Ellen Burstyn, Max von Sydow|8.0|386,274|1973|https://www.imdb.com/title/tt0070047/
0382932|Movie|Ο Ρατατούης|Brad Bird |Brad Garrett, Lou Romano|8.0|688,770|2007|https://www.imdb.com/title/tt0382932/
1028532|Movie|Hachiko: Η ιστορία ενός σκύλου|Lasse Hallström |Richard Gere, Joan Allen|8.0|274,433|2009|https://www.imdb.com/title/tt1028532/
0317705|Movie|Οι απίθανοι|Brad Bird |Craig T. Nelson, Samuel L. Jackson|8.0|697,405|2004|https://www.imdb.com/title/tt0317705/
0071411|Movie|Ντέρσου Ουζάλα|Akira Kurosawa |Maksim Munzuk, Yuriy Solomin|8.0|27,464|1975|https://www.imdb.com/title/tt0071411/
0036868|Movie|Τα καλύτερα χρόνια της ζωής μας|William Wyler |Myrna Loy, Dana Andrews|8.0|62,181|1946|https://www.imdb.com/title/tt0036868/
0381681|Movie|Πριν το ηλιοβασίλεμα|Richard Linklater |Ethan Hawke, Julie Delpy|8.0|254,447|2004|https://www.imdb.com/title/tt0381681/
1160419|Movie|Dune|Denis Villeneuve |Timothée Chalamet, Rebecca Ferguson|8.0|498,568|2021|https://www.imdb.com/title/tt1160419/
0032976|Movie|Ρεβέκκα|Alfred Hitchcock |Laurence Olivier, Joan Fontaine|8.0|133,904|1940|https://www.imdb.com/title/tt0032976/
0476735|Movie|Babam ve Oglum|Cagan Irmak |Eser Sariyar, Çetin Tekindor|8.0|84,899|2005|https://www.imdb.com/title/tt0476735/
0032551|Movie|Τα σταφύλια της οργής|John Ford |Henry Fonda, Jane Darwell|8.0|90,541|1940|https://www.imdb.com/title/tt0032551/
0061512|Movie|Ο μεγάλος δραπέτης|Stuart Rosenberg |Paul Newman, George Kennedy|8.0|173,236|1967|https://www.imdb.com/title/tt0061512/
0035446|Movie|Να Ζει Κανείς ή Να μη Ζει;|Ernst Lubitsch |Carole Lombard, Jack Benny|8.0|35,410|1942|https://www.imdb.com/title/tt0035446/
0245712|Movie|Χαμένες αγάπες|Alejandro G. Iñárritu |Emilio Echevarría, Gael García Bernal|8.0|235,805|2000|https://www.imdb.com/title/tt0245712/
0058946|Movie|Η μάχη του Αλγερίου|Gillo Pontecorvo |Brahim Hadjadj, Jean Martin|8.0|58,455|1966|https://www.imdb.com/title/tt0058946/
0325980|Movie|Οι πειρατές της Καραϊβικής: Η κατάρα του Μαύρου Μαργαριταριού|Gore Verbinski |Johnny Depp, Geoffrey Rush|8.0|1,064,816|2003|https://www.imdb.com/title/tt0325980/
0059742|Movie|Η μελωδία της ευτυχίας|Robert Wise |Julie Andrews, Christopher Plummer|8.0|222,459|1965|https://www.imdb.com/title/tt0059742/
0079470|Movie|Ένας Προφήτης|Terry Jones |Graham Chapman, John Cleese|8.0|389,540|1979|https://www.imdb.com/title/tt0079470/
0053198|Movie|Τα 400 χτυπήματα|François Truffaut |Jean-Pierre Léaud, Albert Rémy|8.0|114,410|1959|https://www.imdb.com/title/tt0053198/
0060827|Movie|Έρωτες χωρίς φραγμό|Ingmar Bergman |Bibi Andersson, Liv Ullmann|8.0|114,207|1966|https://www.imdb.com/title/tt0060827/
0025316|Movie|Συνέβη μια νύχτα|Frank Capra |Clark Gable, Claudette Colbert|8.0|101,256|1934|https://www.imdb.com/title/tt0025316/
0113247|Movie|Το μίσος|Mathieu Kassovitz |Vincent Cassel, Hubert Koundé|8.0|165,872|1995|https://www.imdb.com/title/tt0113247/
0103639|Movie|Αλαντίν|Ron Clements |Scott Weinger, Robin Williams|8.0|395,749|1992|https://www.imdb.com/title/tt0103639/
15097216|Movie|Jai Bhim|T.J. Gnanavel |Suriya, Lijo Mol Jose|8.0|176,110|2021|https://www.imdb.com/title/tt15097216/
0101414|Movie|Η πεντάμορφη και το τέρας|Gary Trousdale |Paige O'Hara, Robby Benson|8.0|435,849|1991|https://www.imdb.com/title/tt0101414/
0083987|Movie|Γκάντι|Richard Attenborough |Ben Kingsley, John Gielgud|8.0|225,921|1982|https://www.imdb.com/title/tt0083987/
1454029|Movie|Υπηρέτριες|Tate Taylor |Emma Stone, Viola Davis|8.0|445,568|2011|https://www.imdb.com/title/tt1454029/
4016934|Movie|Η Υπηρέτρια|Park Chan-wook |Kim Min-hee, Ha Jung-woo|8.0|135,330|2016|https://www.imdb.com/title/tt4016934/
0246578|Movie|Donnie Darko|Richard Kelly |Jake Gyllenhaal, Jena Malone|8.0|777,487|2001|https://www.imdb.com/title/tt0246578/
5491994|Show|Planet Earth II|-|David Attenborough, Gordon Buchanan|9.4|110,756|2016|https://www.imdb.com/title/tt5491994/
0903747|Show|Breaking Bad|-|Bryan Cranston, Aaron Paul|9.4|1,675,594|2008|https://www.imdb.com/title/tt0903747/
0795176|Show|Πλανήτης Γη|-|Sigourney Weaver, David Attenborough|9.4|178,632|2006|https://www.imdb.com/title/tt0795176/
0185906|Show|Στην πρώτη γραμμή|-|Scott Grimes, Damian Lewis|9.4|417,095|2001|https://www.imdb.com/title/tt0185906/
7366338|Show|Τσέρνομπιλ|-|Jessie Buckley, Jared Harris|9.3|658,409|2019|https://www.imdb.com/title/tt7366338/
0306414|Show|The Wire|-|Dominic West, Lance Reddick|9.3|318,622|2002|https://www.imdb.com/title/tt0306414/
0417299|Show|Άβαταρ: Ο τελευταίος μαχητής του ανέμου|-|Dee Bradley Baker, Zach Tyler Eisen|9.2|288,971|2005|https://www.imdb.com/title/tt0417299/
6769208|Show|Blue Planet II|-|David Attenborough, Peter Drost|9.2|38,800|2017|https://www.imdb.com/title/tt6769208/
2395695|Show|Cosmos: A Spacetime Odyssey|-|Neil deGrasse Tyson, Christopher Emerson|9.2|118,551|2014|https://www.imdb.com/title/tt2395695/
0141842|Show|Σοπράνος|-|James Gandolfini, Lorraine Bracco|9.2|363,883|1999|https://www.imdb.com/title/tt0141842/
9253866|Show|Ο Πλανήτης μας|-|David Attenborough|9.2|40,658|2019|https://www.imdb.com/title/tt9253866/
0081846|Show|Cosmos|-|Carl Sagan, Jaromír Hanzlík|9.2|39,986|1980|https://www.imdb.com/title/tt0081846/
0944947|Show|Παιχνίδι του στέμματος|-|Emilia Clarke, Peter Dinklage|9.2|1,958,484|2011|https://www.imdb.com/title/tt0944947/
2861424|Show|Rick and Morty|-|Justin Roiland, Chris Parnell|9.1|463,284|2013|https://www.imdb.com/title/tt2861424/
0071075|Show|Ο κόσμος σε πόλεμο|-|Laurence Olivier, Albert Speer|9.1|24,843|1973|https://www.imdb.com/title/tt0071075/
8420184|Show|Ο Τελευταίος Χορός|-|Michael Jordan, Phil Jackson|9.1|107,115|2020|https://www.imdb.com/title/tt8420184/
1355642|Show|Hagane no renkinjutsushi|-|Matthew Leonhart, Kent Williams|9.0|152,379|2009|https://www.imdb.com/title/tt1355642/
1475582|Show|Σέρλοκ|-|Benedict Cumberbatch, Martin Freeman|9.0|881,169|2010|https://www.imdb.com/title/tt1475582/
1533395|Show|Life|-|Oprah Winfrey, David Attenborough|9.0|40,207|2009|https://www.imdb.com/title/tt1533395/
0052520|Show|Η ζώνη του λυκόφωτος|-|Rod Serling, Robert McCord|9.0|79,650|1959|https://www.imdb.com/title/tt0052520/
1877514|Show|The Vietnam War|-|Peter Coyote, Huy Duc|9.0|23,492|2017|https://www.imdb.com/title/tt1877514/
12392504|Show|Scam 1992: The Harshad Mehta Story|-|Pratik Gandhi, Shreya Dhanwanthary|9.0|136,992|2020|https://www.imdb.com/title/tt12392504/
11126994|Show|Arcane|-|Hailee Steinfeld, Kevin Alejandro|9.0|160,710|2021|https://www.imdb.com/title/tt11126994/
0103359|Show|Batman: The Animated Series|-|Kevin Conroy, Loren Lester|9.0|97,669|1992|https://www.imdb.com/title/tt0103359/
2560140|Show|Shingeki no Kyojin|-|Yûki Kaji, Marina Inoue|8.9|328,206|2013|https://www.imdb.com/title/tt2560140/
0303461|Show|Firefly|-|Nathan Fillion, Gina Torres|8.9|257,800|2002|https://www.imdb.com/title/tt0303461/
1806234|Show|Human Planet|-|John Hurt, Roger Munns|8.9|25,772|2011|https://www.imdb.com/title/tt1806234/
0386676|Show|Το γραφείο|-|Steve Carell, Jenna Fischer|8.9|521,617|2005|https://www.imdb.com/title/tt0386676/
9735318|Show|The Beatles: Get Back|-|The Beatles, John Lennon|8.9|17,933|2021|https://www.imdb.com/title/tt9735318/
0296310|Show|The Blue Planet|-|David Attenborough, Pierce Brosnan|8.9|38,303|2001|https://www.imdb.com/title/tt0296310/
0877057|Show|Death Note: Desu nôto|-|Mamoru Miyano, Brad Swaile|8.9|294,260|2006|https://www.imdb.com/title/tt0877057/
2356777|Show|True Detective|-|Vince Vaughn, Colin Farrell|8.9|539,583|2014|https://www.imdb.com/title/tt2356777/
0098904|Show|Seinfeld|-|Jerry Seinfeld, Julia Louis-Dreyfus|8.9|296,240|1989|https://www.imdb.com/title/tt0098904/
2092588|Show|Frozen Planet|-|David Attenborough, Alec Baldwin|8.9|29,657|2011|https://www.imdb.com/title/tt2092588/
0081912|Show|Only Fools and Horses|-|David Jason, Nicholas Lyndhurst|8.9|49,953|1981|https://www.imdb.com/title/tt0081912/
2802850|Show|Fargo|-|Billy Bob Thornton, Martin Freeman|8.9|358,317|2014|https://www.imdb.com/title/tt2802850/
10541088|Show|Η Φάρμα του Κλάρκσον|-|Jeremy Clarkson, Kaleb Cooper|8.9|30,760|2021|https://www.imdb.com/title/tt10541088/
7920978|Show|Sahsiyet|-|Haluk Bilginer, Cansu Dere|8.9|38,729|2018|https://www.imdb.com/title/tt7920978/
0098769|Show|The Civil War|-|David McCullough, Sam Waterston|8.9|15,870|1990|https://www.imdb.com/title/tt0098769/
2098220|Show|Hunter x Hunter|-|Issei Futamata, Megumi Han|8.9|84,098|2011|https://www.imdb.com/title/tt2098220/
0092337|Show|Δεκάλογος|-|Artur Barcis, Olgierd Lukaszewicz|8.9|24,893|1989|https://www.imdb.com/title/tt0092337/
0213338|Show|Ατίθασοι Καουμπόις|-|Kôichi Yamadera, Unshô Ishizuka|8.9|110,317|1998|https://www.imdb.com/title/tt0213338/
0108778|Show|Τα φιλαράκια|-|Jennifer Aniston, Courteney Cox|8.8|938,056|1994|https://www.imdb.com/title/tt0108778/
7137906|Show|Όταν μας βλέπουν|-|Asante Blackk, Caleel Harris|8.8|112,311|2019|https://www.imdb.com/title/tt7137906/
1865718|Show|Ο μυστικός κόσμος του Gravity Falls|-|Jason Ritter, Alex Hirsch|8.8|94,149|2012|https://www.imdb.com/title/tt1865718/
3530232|Show|Last Week Tonight with John Oliver|-|John Oliver, David Kaye|8.8|85,431|2014|https://www.imdb.com/title/tt3530232/
2297757|Show|Nathan for You|-|Nathan Fielder, Anthony Filosa|8.8|25,141|2013|https://www.imdb.com/title/tt2297757/
4742876|Show|TVF Pitchers|-|Naveen Kasturia, Arunabh Kumar|8.8|65,509|2015|https://www.imdb.com/title/tt4742876/
0063929|Show|Monty Python's Flying Circus|-|Graham Chapman, John Cleese|8.8|72,369|1969|https://www.imdb.com/title/tt0063929/
2571774|Show|Africa|-|David Attenborough, Simon Blakeney|8.8|15,640|2013|https://www.imdb.com/title/tt2571774/
0472954|Show|It's Always Sunny in Philadelphia|-|Charlie Day, Glenn Howerton|8.8|213,002|2004|https://www.imdb.com/title/tt0472954/
1508238|Show|Αποκάλυψη: Ο Β' Παγκόσμιος Πόλεμος|-|Mathieu Kassovitz, Martin Sheen|8.8|11,947|2009|https://www.imdb.com/title/tt1508238/
0081834|Show|Das Boot|-|Jürgen Prochnow, Herbert Grönemeyer|8.8|28,971|1985|https://www.imdb.com/title/tt0081834/
0264235|Show|Curb Your Enthusiasm|-|Larry David, Cheryl Hines|8.8|121,843|2000|https://www.imdb.com/title/tt0264235/
0193676|Show|Freaks and Geeks|-|Linda Cardellini, John Francis Daley|8.8|138,162|1999|https://www.imdb.com/title/tt0193676/
0112130|Show|Περηφάνια και προκατάληψη|-|Colin Firth, Jennifer Ehle|8.8|82,142|1995|https://www.imdb.com/title/tt0112130/
0072500|Show|Ένα τρελό, τρελό ξενοδοχείο|-|John Cleese, Prunella Scales|8.8|90,486|1975|https://www.imdb.com/title/tt0072500/
2085059|Show|Μαύρος καθρέφτης|-|Daniel Lapaine, Hannah John-Kamen|8.8|506,664|2011|https://www.imdb.com/title/tt2085059/
3032476|Show|Πάρε τον Σολ|-|Bob Odenkirk, Rhea Seehorn|8.8|381,849|2015|https://www.imdb.com/title/tt3032476/
2707408|Show|Narcos|-|Pedro Pascal, Wagner Moura|8.8|399,107|2015|https://www.imdb.com/title/tt2707408/
0098936|Show|Ο ύποπτος κόσμος του Τουίν Πικς|-|Kyle MacLachlan, Michael Ontkean|8.8|190,268|1990|https://www.imdb.com/title/tt0098936/
0200276|Show|Η δυτική πτέρυγα|-|Martin Sheen, Rob Lowe|8.7|72,103|1999|https://www.imdb.com/title/tt0200276/
0096548|Show|Η μαύρη οχιά στο μέτωπο|-|Rowan Atkinson, Tony Robinson|8.7|51,562|1989|https://www.imdb.com/title/tt0096548/
2442560|Show|Peaky Blinders|-|Cillian Murphy, Paul Anderson|8.7|459,802|2013|https://www.imdb.com/title/tt2442560/
7660850|Show|Succession|-|Nicholas Braun, Brian Cox|8.7|118,499|2018|https://www.imdb.com/title/tt7660850/
3398228|Show|Μπότζακ Χόρσμαν|-|Will Arnett, Amy Sedaris|8.7|139,469|2014|https://www.imdb.com/title/tt3398228/
0214341|Show|Dragon Ball Z|-|Doc Harris, Christopher Sabat|8.7|123,963|1989|https://www.imdb.com/title/tt0214341/
0121220|Show|Dragon Ball Z: Doragon bôru zetto|-|Jôji Yanami, Kyle Hebert|8.7|76,364|1989|https://www.imdb.com/title/tt0121220/
0353049|Show|Chappelle's Show|-|Dave Chappelle, Donnell Rawlings|8.7|61,322|2003|https://www.imdb.com/title/tt0353049/
1831164|Show|Leyla ile Mecnun|-|Ali Atay, Serkan Keskin|8.7|92,726|2011|https://www.imdb.com/title/tt1831164/
13991232|Show|1883|-|Sam Elliott, Tim McGraw|8.7|36,561|2021|https://www.imdb.com/title/tt13991232/
0121955|Show|Σάουθ Παρκ|-|Trey Parker, Matt Stone|8.7|355,270|1997|https://www.imdb.com/title/tt0121955/
0384766|Show|Ρώμη|-|Kevin McKidd, Ray Stevenson|8.7|165,621|2005|https://www.imdb.com/title/tt0384766/
10986410|Show|Ted Lasso|-|Jason Sudeikis, Brett Goldstein|8.7|168,116|2020|https://www.imdb.com/title/tt10986410/
8111088|Show|The Mandalorian|-|Pedro Pascal, Carl Weathers|8.7|410,653|2019|https://www.imdb.com/title/tt8111088/
0074006|Show|Εγώ, ο Κλαύδιος|-|Derek Jacobi, John Hurt|8.7|16,996|1976|https://www.imdb.com/title/tt0074006/
4508902|Show|One Punch Man: Wanpanman|-|Makoto Furukawa, Kaito Ishikawa|8.7|144,408|2015|https://www.imdb.com/title/tt4508902/
9432978|Show|Εργοστάσιο για Διάνοιες|-|Mayur More, Jitendra Kumar|8.7|66,418|2019|https://www.imdb.com/title/tt9432978/
3718778|Show|Over the Garden Wall|-|Elijah Wood, Collin Dean|8.7|50,369|2014|https://www.imdb.com/title/tt3718778/
0367279|Show|Arrested Development|-|Jason Bateman, Michael Cera|8.7|294,764|2003|https://www.imdb.com/title/tt0367279/
5753856|Show|Σκοτάδι|-|Louis Hofmann, Karoline Eichhorn|8.7|346,890|2017|https://www.imdb.com/title/tt5753856/
0118421|Show|Oz|-|Ernie Hudson, J.K. Simmons|8.7|96,129|1997|https://www.imdb.com/title/tt0118421/
0248654|Show|Γραφείο κηδειών Φίσερ|-|Peter Krause, Michael C. Hall|8.7|130,730|2001|https://www.imdb.com/title/tt0248654/
0096697|Show|The Simpsons|-|Dan Castellaneta, Nancy Cartwright|8.7|391,027|1989|https://www.imdb.com/title/tt0096697/
1910272|Show|Steins;Gate|-|Mamoru Miyano, Asami Imai|8.7|56,387|2011|https://www.imdb.com/title/tt1910272/
0412142|Show|Ιατρικές υποθέσεις|-|Hugh Laurie, Omar Epps|8.7|443,990|2004|https://www.imdb.com/title/tt0412142/
4574334|Show|Stranger Things|-|Millie Bobby Brown, Finn Wolfhard|8.7|967,852|2016|https://www.imdb.com/title/tt4574334/
0286486|Show|Η ασπίδα του νόμου|-|Michael Chiklis, Michael Jace|8.7|78,302|2002|https://www.imdb.com/title/tt0286486/
6741278|Show|Ανίκητος|-|Steven Yeun, J.K. Simmons|8.7|108,751|2021|https://www.imdb.com/title/tt6741278/
0407362|Show|Battlestar Galactica|-|Edward James Olmos, Mary McDonnell|8.7|161,718|2004|https://www.imdb.com/title/tt0407362/
1606375|Show|O πύργος του Ντάουντον|-|Hugh Bonneville, Phyllis Logan|8.7|193,309|2010|https://www.imdb.com/title/tt1606375/
10233448|Show|Vinland Saga|-|Ryan Bartley, Kellen Goff|8.7|28,469|2019|https://www.imdb.com/title/tt10233448/
5687612|Show|Φλίμπαγκ|-|Phoebe Waller-Bridge, Sian Clifford|8.7|134,776|2016|https://www.imdb.com/title/tt5687612/
1856010|Show|House of Cards|-|Kevin Spacey, Michel Gill|8.6|490,908|2013|https://www.imdb.com/title/tt1856010/
0804503|Show|Mad Men|-|Jon Hamm, Elisabeth Moss|8.6|228,335|2007|https://www.imdb.com/title/tt0804503/
5788792|Show|Η Θαυμαστή Κυρία Μέιζελ|-|Rachel Brosnahan, Alex Borstein|8.6|101,172|2017|https://www.imdb.com/title/tt5788792/
1190634|Show|Σώμα Δίωξης Υπερηρώων|-|Karl Urban, Jack Quaid|8.6|348,364|2019|https://www.imdb.com/title/tt1190634/
0388629|Show|One Piece: Wan pîsu|-|Mayumi Tanaka, Tony Beck|8.6|104,580|1999|https://www.imdb.com/title/tt0388629/
4786824|Show|Το στέμμα|-|Claire Foy, Olivia Colman|8.6|187,519|2016|https://www.imdb.com/title/tt4786824/
0758745|Show|Friday Night Lights|-|Kyle Chandler, Connie Britton|8.6|63,507|2006|https://www.imdb.com/title/tt0758745/
0092455|Show|Σταρ Τρεκ: Η επόμενη γενιά|-|Patrick Stewart, Brent Spiner|8.6|114,250|1987|https://www.imdb.com/title/tt0092455/
1628033|Show|Top Gear|-|Jeremy Clarkson, Richard Hammond|8.6|114,941|2002|https://www.imdb.com/title/tt1628033/
0387764|Show|Peep Show|-|David Mitchell, Robert Webb|8.6|58,012|2003|https://www.imdb.com/title/tt0387764/
0086661|Show|The Adventures of Sherlock Holmes|-|Jeremy Brett, David Burke|8.6|21,626|1984|https://www.imdb.com/title/tt0086661/
5712554|Show|The Grand Tour|-|Jeremy Clarkson, James May|8.6|71,196|2016|https://www.imdb.com/title/tt5712554/
14392248|Show|Aspirants|-|Naveen Kasturia, Shivankit Singh Parihar|8.6|291,615|2021|https://www.imdb.com/title/tt14392248/
0106179|Show|The X Files|-|David Duchovny, Gillian Anderson|8.6|215,265|1993|https://www.imdb.com/title/tt0106179/
